NocRoom West Coast,98.143.147.195,
US DNS,68.238.148.243,
US DNS,216.66.84.46,
US DNS,216.81.97.189,
US DNS,69.16.169.29,
US DNS,66.230.202.170,
US DNS,172.15.142.169,
US DNS,207.69.215.19,
US DNS,206.53.192.41,
US DNS,75.149.28.237,
US DNS,204.16.88.250,
US DNS,71.41.26.123,
US DNS,70.133.140.6,
US DNS,63.137.85.16,
US DNS,72.45.32.151,
US DNS,50.204.108.198,
US DNS,23.25.168.54,
US DNS,207.62.215.5,
US DNS,50.78.223.248,
US DNS,152.26.59.3,
US DNS,108.174.102.141,
US DNS,173.175.63.5,
US DNS,75.103.111.100,
US DNS,216.236.254.189,
US DNS,66.151.248.95,
US DNS,74.116.128.15,
US DNS,209.23.112.226,
US DNS,99.32.8.241,
US DNS,75.148.88.28,
US DNS,69.4.98.87,
US DNS,50.63.150.223,
US DNS,207.255.137.133,
US DNS,64.143.127.50,
US DNS,69.74.153.206,
US DNS,74.208.113.16,
US DNS,75.103.111.22,
US DNS,72.51.33.29,
US DNS,50.243.161.53,
US DNS,74.208.163.168,
US DNS,64.9.40.147,
US DNS,50.84.36.226,
US DNS,143.227.48.4,
US DNS,75.103.111.107,
US DNS,208.95.136.6,
US DNS,65.244.0.14,
US DNS,204.16.111.197,
US DNS,184.168.64.146,
US DNS,185.66.9.142,
US DNS,75.103.111.132,
US DNS,74.208.112.189,
US DNS,66.151.254.52,
US DNS,12.130.169.218,
US DNS,74.208.113.109,
US DNS,75.103.111.49,
US DNS,76.25.27.135,
US DNS,204.11.64.5,
US DNS,69.129.6.66,
US DNS,64.9.40.94,
US DNS,50.198.35.57,
US DNS,64.9.40.106,
US DNS,184.159.116.25,
US DNS,50.78.36.201,
US DNS,64.9.40.40,
US DNS,75.103.111.47,
US DNS,75.103.111.112,
US DNS,162.212.19.76,
US DNS,216.196.222.86,
US DNS,208.78.196.3,
US DNS,64.9.40.80,
US DNS,208.73.176.17,
US DNS,204.9.216.110,
US DNS,75.103.111.117,
US DNS,192.80.61.11,
US DNS,64.9.40.146,
US DNS,65.116.108.129,
US DNS,168.215.58.40,
US DNS,64.9.40.148,
US DNS,75.103.111.149,
US DNS,75.103.111.26,
US DNS,74.94.165.17,
US DNS,64.9.40.81,
US DNS,129.237.112.2,
US DNS,168.215.127.195,
US DNS,75.99.88.202,
US DNS,75.103.111.175,
US DNS,75.103.111.155,
US DNS,50.195.149.125,
US DNS,75.103.111.116,
US DNS,12.163.169.131,
US DNS,75.103.111.29,
US DNS,75.103.111.97,
US DNS,65.123.108.6,
US DNS,75.103.111.17,
US DNS,75.103.111.131,
US DNS,65.123.108.7,
US DNS,208.65.251.86,
US DNS,184.9.66.17,
US DNS,209.183.161.178,
US DNS,66.80.250.154,
US DNS,108.170.77.74,
US DNS,209.77.28.3,
US DNS,69.56.157.220,
US DNS,75.103.111.118,
US DNS,216.27.185.213,
US DNS,75.103.111.28,
US DNS,96.56.213.123,
US DNS,74.208.71.205,
US DNS,69.36.36.193,
US DNS,170.215.143.149,
US DNS,206.251.168.10,
US DNS,74.5.241.109,
US DNS,66.101.198.22,
US DNS,206.191.148.58,
US DNS,64.2.142.60,
US DNS,50.243.169.11,
US DNS,209.54.134.16,
US DNS,162.219.77.32,
US DNS,50.192.159.12,
US DNS,8.6.95.188,
US DNS,75.103.111.43,
US DNS,64.61.131.52,
US DNS,173.11.83.169,
US DNS,50.77.61.213,
US DNS,50.112.150.12,
US DNS,204.9.127.36,
US DNS,68.216.230.2,
US DNS,205.234.103.204,
US DNS,71.246.210.14,
US DNS,65.116.108.65,
US DNS,69.167.77.207,
US DNS,208.92.209.106,
US DNS,69.167.77.215,
US DNS,208.92.209.102,
US DNS,69.51.79.13,
US DNS,69.10.79.20,
US DNS,216.70.3.209,
US DNS,199.249.224.32,
US DNS,173.224.19.196,
US DNS,50.195.159.146,
US DNS,74.191.71.193,
US DNS,76.79.112.98,
US DNS,64.2.142.22,
US DNS,216.68.91.236,
US DNS,96.56.213.125,
US DNS,208.86.251.42,
US DNS,205.238.211.125,
US DNS,69.167.77.209,
US DNS,216.62.58.19,
US DNS,64.191.140.68,
US DNS,192.111.222.21,
US DNS,75.103.98.24,
US DNS,216.70.3.241,
US DNS,69.167.77.217,
US DNS,173.161.240.141,
US DNS,168.215.161.5,
US DNS,204.57.99.18,
US DNS,75.103.98.12,
US DNS,71.96.111.68,
US DNS,209.6.90.76,
US DNS,108.254.201.237,
US DNS,74.121.78.200,
US DNS,64.37.76.7,
US DNS,198.52.109.178,
US DNS,38.74.1.234,
US DNS,50.44.22.255,
US DNS,75.103.98.20,
US DNS,66.215.26.61,
US DNS,104.218.54.139,
US DNS,70.61.76.51,
US DNS,96.57.205.90,
US DNS,75.103.98.22,
US DNS,64.132.75.33,
US DNS,216.62.92.59,
US DNS,216.37.58.70,
US DNS,216.68.92.13,
US DNS,72.10.252.253,
US DNS,75.103.98.21,
US DNS,208.180.0.250,
US DNS,66.49.28.26,
US DNS,173.241.166.12,
US DNS,75.103.70.10,
US DNS,64.127.75.58,
US DNS,12.190.104.7,
US DNS,198.52.109.179,
US DNS,64.127.75.34,
US DNS,66.208.50.170,
US DNS,208.87.44.110,
US DNS,66.171.248.138,
US DNS,66.215.26.15,
US DNS,64.186.123.117,
US DNS,192.171.201.6,
US DNS,66.199.241.115,
US DNS,66.159.51.90,
US DNS,75.103.76.109,
US DNS,70.182.184.214,
US DNS,66.29.198.105,
US DNS,75.103.98.27,
US DNS,75.150.97.69,
US DNS,206.227.14.1,
US DNS,74.42.154.82,
US DNS,71.240.182.13,
US DNS,66.215.26.63,
US DNS,216.0.113.242,
US DNS,216.47.201.227,
US DNS,96.232.113.228,
US DNS,72.54.10.138,
US DNS,75.103.76.106,
US DNS,75.103.76.96,
US DNS,72.43.109.68,
US DNS,72.215.179.10,
US DNS,71.164.221.58,
US DNS,12.139.57.252,
US DNS,75.103.98.26,
US DNS,67.32.61.4,
US DNS,50.78.210.9,
US DNS,71.40.222.244,
US DNS,207.99.19.69,
US DNS,208.78.10.76,
US DNS,67.221.238.38,
US DNS,207.177.12.1,
US DNS,66.172.120.83,
US DNS,209.191.192.135,
US DNS,205.251.164.14,
US DNS,66.76.197.81,
US DNS,207.190.18.1,
US DNS,66.110.197.163,
US DNS,173.84.48.182,
US DNS,216.150.11.140,
US DNS,173.162.131.218,
US DNS,66.140.196.250,
US DNS,76.79.23.114,
US DNS,72.22.86.34,
US DNS,206.192.87.9,
US DNS,209.136.4.2,
US DNS,66.79.2.209,
US DNS,208.111.7.201,
US DNS,66.35.3.88,
US DNS,70.164.240.61,
US DNS,66.206.61.148,
US DNS,38.109.190.182,
US DNS,65.111.169.161,
US DNS,23.25.189.36,
US DNS,208.82.205.203,
US DNS,208.29.16.200,
US DNS,66.79.2.238,
US DNS,208.109.205.110,
US DNS,65.111.169.169,
US DNS,72.240.36.194,
US DNS,198.202.68.34,
US DNS,208.109.205.144,
US DNS,69.46.250.82,
US DNS,66.112.110.35,
US DNS,65.111.169.164,
US DNS,23.30.35.197,
US DNS,147.202.27.39,
US DNS,68.195.251.122,
US DNS,74.168.243.145,
US DNS,172.15.147.53,
US DNS,204.89.61.229,
US DNS,104.3.162.229,
US DNS,68.74.233.27,
US DNS,74.116.24.27,
US DNS,192.84.48.17,
US DNS,24.106.32.2,
US DNS,128.177.117.40,
US DNS,66.249.108.166,
US DNS,38.109.190.237,
US DNS,216.176.62.137,
US DNS,66.140.69.217,
US DNS,216.230.123.162,
US DNS,216.230.123.159,
US DNS,38.107.176.49,
US DNS,66.11.12.33,
US DNS,66.202.124.75,
US DNS,216.230.123.169,
US DNS,64.111.22.40,
US DNS,216.230.123.177,
US DNS,50.196.244.29,
US DNS,65.111.169.166,
US DNS,64.111.22.36,
US DNS,68.195.251.125,
US DNS,204.28.105.114,
US DNS,47.23.99.194,
US DNS,76.79.190.140,
US DNS,72.240.36.204,
US DNS,98.172.149.86,
US DNS,65.111.169.160,
US DNS,54.221.253.128,
US DNS,128.238.1.68,
US DNS,64.185.8.4,
US DNS,206.72.64.86,
US DNS,216.230.123.187,
US DNS,207.70.152.164,
US DNS,76.76.133.236,
US DNS,65.111.169.162,
US DNS,72.240.36.205,
US DNS,208.64.39.155,
US DNS,72.22.29.35,
US DNS,209.203.113.254,
US DNS,199.227.16.71,
US DNS,216.201.184.42,
US DNS,198.190.61.1,
US DNS,24.227.162.141,
US DNS,69.42.66.88,
US DNS,98.226.50.204,
US DNS,63.149.25.10,
US DNS,205.251.175.4,
US DNS,65.74.64.61,
US DNS,68.171.29.249,
US DNS,50.62.72.3,
US DNS,207.69.188.251,
US DNS,50.122.217.112,
US DNS,63.230.73.213,
US DNS,69.199.227.213,
US DNS,66.208.230.165,
US DNS,50.122.217.54,
US DNS,64.203.112.178,
US DNS,207.63.2.17,
US DNS,207.69.188.249,
US DNS,50.122.216.177,
US DNS,71.122.219.170,
US DNS,24.153.212.1,
US DNS,199.7.51.45,
US DNS,63.75.167.11,
US DNS,66.76.245.239,
US DNS,207.69.188.165,
US DNS,50.122.217.35,
US DNS,209.129.156.2,
US DNS,50.122.217.92,
US DNS,50.122.217.93,
US DNS,50.122.217.12,
US DNS,50.248.114.2,
US DNS,207.181.0.20,
US DNS,8.34.34.34,
US DNS,165.234.1.2,
US DNS,207.69.188.103,
US DNS,50.122.216.158,
US DNS,207.63.2.5,
US DNS,8.34.34.10,
US DNS,204.70.127.128,
US DNS,207.69.188.101,
US DNS,107.132.183.17,
US DNS,50.122.216.239,
US DNS,209.129.156.3,
US DNS,50.122.217.2,
US DNS,76.163.193.2,
US DNS,50.122.217.72,
US DNS,50.195.70.150,
US DNS,207.181.0.10,
US DNS,208.75.173.20,
US DNS,97.65.165.51,
US DNS,66.252.64.14,
US DNS,74.7.253.42,
US DNS,166.76.255.136,
US DNS,24.153.174.242,
US DNS,204.11.239.102,
US DNS,66.103.88.225,
US DNS,216.251.105.18,
US DNS,65.165.240.8,
US DNS,108.168.229.131,
US DNS,50.63.148.193,
US DNS,99.47.15.133,
US DNS,207.255.5.6,
US DNS,50.122.217.94,
US DNS,50.250.69.121,
US DNS,98.100.39.238,
US DNS,208.180.2.249,
US DNS,68.177.71.216,
US DNS,173.220.129.58,
US DNS,50.122.217.73,
US DNS,199.83.141.11,
US DNS,165.215.19.15,
US DNS,207.69.188.252,
US DNS,216.234.107.108,
US DNS,165.215.19.14,
US DNS,99.104.15.110,
US DNS,209.142.155.177,
US DNS,107.223.182.28,
US DNS,198.175.228.33,
US DNS,208.93.4.81,
US DNS,165.87.194.244,
US DNS,96.57.68.115,
US DNS,98.113.146.9,
US DNS,208.180.2.244,
US DNS,66.7.238.98,
US DNS,67.214.224.56,
US DNS,173.84.172.150,
US DNS,67.214.224.60,
US DNS,63.150.18.39,
US DNS,162.17.176.157,
US DNS,67.135.144.142,
US DNS,67.214.224.55,
US DNS,207.177.68.6,
US DNS,47.19.39.134,
US DNS,199.30.87.150,
US DNS,162.201.89.129,
US DNS,70.60.230.225,
US DNS,67.122.144.196,
US DNS,107.218.233.72,
US DNS,67.214.224.52,
US DNS,50.75.233.2,
US DNS,138.210.83.5,
US DNS,18.39.0.206,
US DNS,207.177.68.4,
US DNS,209.64.1.94,
US DNS,138.210.83.10,
US DNS,198.207.222.99,
US DNS,67.214.224.51,
US DNS,104.187.136.86,
US DNS,50.62.145.159,
US DNS,155.163.66.228,
US DNS,50.48.31.193,
US DNS,204.14.242.227,
US DNS,50.48.31.161,
US DNS,67.53.153.194,
US DNS,65.182.97.134,
US DNS,12.172.88.92,
US DNS,67.122.144.193,
US DNS,72.29.52.234,
US DNS,168.156.8.90,
US DNS,63.150.18.40,
US DNS,70.90.30.222,
US DNS,50.57.233.157,
US DNS,64.17.101.80,
US DNS,198.111.164.151,
US DNS,76.79.39.4,
US DNS,64.17.101.41,
US DNS,67.214.224.53,
US DNS,50.198.21.250,
US DNS,74.84.67.4,
US DNS,199.116.73.253,
US DNS,204.97.168.17,
US DNS,63.227.141.241,
US DNS,63.99.120.253,
US DNS,50.196.144.69,
US DNS,64.17.101.11,
US DNS,50.34.24.62,
US DNS,204.90.92.4,
US DNS,71.39.51.81,
US DNS,74.214.21.11,
US DNS,69.160.36.145,
US DNS,204.12.225.227,
US DNS,69.160.36.133,
US DNS,166.130.64.24,
US DNS,209.207.207.70,
US DNS,72.34.242.21,
US DNS,12.13.90.143,
US DNS,172.1.19.65,
US DNS,69.160.36.137,
US DNS,50.204.144.118,
US DNS,74.94.230.93,
US DNS,104.143.56.162,
US DNS,74.214.21.12,
US DNS,50.248.249.66,
US DNS,67.134.104.161,
US DNS,67.134.105.10,
US DNS,67.134.104.129,
US DNS,24.173.20.98,
US DNS,73.45.34.51,
US DNS,209.40.238.71,
US DNS,69.160.36.132,
US DNS,69.20.154.65,
US DNS,166.130.64.29,
US DNS,192.200.141.195,
US DNS,173.85.238.148,
US DNS,66.206.166.2,
US DNS,205.159.133.51,
US DNS,173.14.36.41,
US DNS,192.200.141.198,
US DNS,74.41.246.177,
US DNS,67.134.104.193,
US DNS,24.187.246.67,
US DNS,208.105.135.214,
US DNS,50.244.29.155,
US DNS,216.214.13.7,
US DNS,128.121.36.8,
US DNS,74.95.91.113,
US DNS,216.231.12.252,
US DNS,66.240.254.47,
US DNS,74.208.229.139,
US DNS,128.121.36.4,
US DNS,99.124.235.121,
US DNS,66.29.193.209,
US DNS,97.78.85.107,
US DNS,75.103.96.197,
US DNS,173.81.171.52,
US DNS,159.157.237.95,
US DNS,66.219.255.23,
US DNS,74.62.166.155,
US DNS,70.91.138.153,
US DNS,173.190.247.51,
US DNS,66.39.224.145,
US DNS,98.190.35.40,
US DNS,50.250.133.198,
US DNS,96.249.36.121,
US DNS,162.223.88.133,
US DNS,173.226.152.145,
US DNS,208.78.196.2,
US DNS,206.251.24.16,
US DNS,104.37.71.169,
US DNS,71.42.135.242,
US DNS,104.4.57.137,
US DNS,67.21.165.18,
US DNS,65.117.200.118,
US DNS,208.77.238.150,
US DNS,50.246.131.29,
US DNS,73.189.45.95,
US DNS,65.73.31.141,
US DNS,65.39.166.131,
US DNS,47.23.79.30,
US DNS,209.181.77.62,
US DNS,205.134.160.42,
US DNS,64.238.33.5,
US DNS,208.106.152.59,
US DNS,70.89.116.241,
US DNS,208.117.38.156,
US DNS,208.90.161.194,
US DNS,23.24.215.21,
US DNS,207.190.22.1,
US DNS,65.117.200.117,
US DNS,54.191.97.33,
US DNS,50.78.202.225,
US DNS,12.182.145.2,
US DNS,66.255.222.94,
US DNS,76.191.24.23,
US DNS,174.47.107.220,
US DNS,198.57.86.80,
US DNS,205.153.159.252,
US DNS,76.191.24.8,
US DNS,216.147.191.65,
US DNS,208.85.178.177,
US DNS,74.102.43.164,
US DNS,107.23.201.149,
US DNS,50.31.27.63,
US DNS,209.222.202.108,
US DNS,54.208.55.247,
US DNS,216.68.91.185,
US DNS,72.11.218.9,
US DNS,129.7.234.150,
US DNS,23.242.241.245,
US DNS,184.175.99.43,
US DNS,67.199.26.160,
US DNS,65.39.166.134,
US DNS,65.39.166.132,
US DNS,75.149.210.65,
US DNS,216.11.92.50,
US DNS,67.134.107.65,
US DNS,208.68.233.253,
US DNS,207.162.210.12,
US DNS,67.199.26.167,
US DNS,68.68.234.226,
US DNS,208.106.152.57,
US DNS,50.244.62.97,
US DNS,206.81.133.37,
US DNS,208.78.10.237,
US DNS,64.132.160.2,
US DNS,209.94.48.2,
US DNS,74.81.134.20,
US DNS,216.59.206.186,
US DNS,38.64.37.130,
US DNS,173.225.16.194,
US DNS,72.194.135.60,
US DNS,208.87.242.126,
US DNS,64.250.236.210,
US DNS,67.199.26.166,
US DNS,66.233.173.12,
US DNS,184.95.35.115,
US DNS,24.97.214.202,
US DNS,192.238.25.201,
US DNS,65.39.166.201,
US DNS,184.95.35.117,
US DNS,66.240.138.150,
US DNS,199.59.83.197,
US DNS,199.48.130.98,
US DNS,50.192.93.243,
US DNS,173.203.99.131,
US DNS,96.255.31.83,
US DNS,67.199.26.163,
US DNS,65.212.71.222,
US DNS,50.78.124.53,
US DNS,64.34.186.10,
US DNS,108.58.37.206,
US DNS,173.255.242.67,
US DNS,66.152.187.50,
US DNS,66.152.187.51,
US DNS,24.227.217.157,
US DNS,65.39.166.199,
US DNS,205.222.6.162,
US DNS,64.85.163.212,
US DNS,206.225.164.20,
US DNS,65.240.121.3,
US DNS,206.245.163.240,
US DNS,66.216.185.241,
US DNS,71.164.83.38,
US DNS,207.98.162.178,
US DNS,65.39.166.197,
US DNS,206.225.164.21,
US DNS,209.55.5.233,
US DNS,75.150.101.1,
US DNS,129.237.34.200,
US DNS,65.240.121.2,
US DNS,50.251.72.145,
US DNS,66.210.168.2,
US DNS,63.247.77.45,
US DNS,68.166.235.147,
US DNS,38.123.138.21,
US DNS,74.81.134.40,
US DNS,65.181.121.166,
US DNS,206.225.164.22,
US DNS,75.146.100.201,
US DNS,71.42.134.221,
US DNS,209.105.229.13,
US DNS,66.158.70.10,
US DNS,208.74.71.20,
US DNS,152.157.16.16,
US DNS,209.237.227.200,
US DNS,50.55.53.153,
US DNS,104.192.29.30,
US DNS,50.242.123.74,
US DNS,199.249.184.131,
US DNS,173.226.63.213,
US DNS,50.79.125.169,
US DNS,207.118.58.129,
US DNS,65.39.150.173,
US DNS,66.223.110.156,
US DNS,65.68.52.134,
US DNS,209.149.52.2,
US DNS,65.116.108.233,
US DNS,209.36.40.131,
US DNS,209.254.210.99,
US DNS,66.76.218.10,
US DNS,208.125.78.210,
US DNS,177.38.160.10,
US DNS,97.79.179.117,
US DNS,184.105.249.231,
US DNS,66.119.112.2,
US DNS,108.245.140.113,
US DNS,168.156.84.37,
US DNS,208.111.12.233,
US DNS,207.178.182.153,
US DNS,156.154.70.64,
US DNS,50.251.157.242,
US DNS,209.237.227.198,
US DNS,12.121.117.201,
US DNS,12.5.83.139,
US DNS,168.156.84.21,
US DNS,149.154.158.155,
US DNS,66.27.49.214,
US DNS,38.89.137.16,
US DNS,64.128.186.240,
US DNS,209.237.227.203,
US DNS,65.5.144.106,
US DNS,50.242.157.173,
US DNS,70.90.94.50,
US DNS,208.30.80.49,
US DNS,67.230.217.215,
US DNS,207.30.184.11,
US DNS,200.62.6.73,
US DNS,199.188.88.147,
US DNS,50.250.221.225,
US DNS,74.208.192.213,
US DNS,64.128.186.239,
US DNS,50.58.54.78,
US DNS,207.30.184.133,
US DNS,76.191.77.225,
US DNS,98.119.61.19,
US DNS,184.106.250.92,
US DNS,97.77.104.60,
US DNS,216.218.245.200,
US DNS,173.162.119.33,
US DNS,12.5.83.250,
US DNS,216.120.144.130,
US DNS,69.15.21.58,
US DNS,74.201.40.90,
US DNS,66.76.247.208,
US DNS,173.8.161.90,
US DNS,50.243.216.221,
US DNS,74.201.40.161,
US DNS,72.68.149.212,
US DNS,207.28.96.1,
US DNS,72.68.149.146,
US DNS,67.52.244.212,
US DNS,173.167.222.249,
US DNS,64.19.97.134,
US DNS,63.91.99.4,
US DNS,74.208.102.213,
US DNS,108.60.208.209,
US DNS,50.78.149.210,
US DNS,96.46.31.234,
US DNS,63.119.14.61,
US DNS,24.97.64.62,
US DNS,65.220.15.2,
US DNS,68.65.202.129,
US DNS,209.225.106.43,
US DNS,170.215.79.233,
US DNS,216.70.34.169,
US DNS,50.78.149.108,
US DNS,23.19.79.106,
US DNS,174.123.102.195,
US DNS,67.130.72.2,
US DNS,137.118.1.106,
US DNS,66.135.60.166,
US DNS,208.68.185.3,
US DNS,47.23.94.14,
US DNS,66.193.60.3,
US DNS,205.171.202.66,
US DNS,66.83.33.179,
US DNS,65.202.15.101,
US DNS,70.56.139.100,
US DNS,69.20.190.253,
US DNS,205.177.13.7,
US DNS,108.48.113.74,
US DNS,108.169.181.200,
US DNS,97.76.81.26,
US DNS,216.10.35.197,
US DNS,50.122.217.231,
US DNS,63.119.14.39,
US DNS,99.15.109.14,
US DNS,66.171.246.68,
US DNS,97.64.150.73,
US DNS,108.60.208.210,
US DNS,67.97.72.131,
US DNS,162.255.86.155,
US DNS,67.50.73.44,
US DNS,66.112.37.211,
US DNS,205.171.202.166,
US DNS,66.225.36.153,
US DNS,64.85.192.23,
US DNS,161.115.147.5,
US DNS,66.222.31.168,
US DNS,63.217.85.226,
US DNS,24.39.211.234,
US DNS,207.255.178.247,
US DNS,207.131.200.24,
US DNS,104.143.57.82,
US DNS,24.75.156.2,
US DNS,104.37.101.1,
US DNS,96.56.166.50,
US DNS,72.13.94.130,
US DNS,98.173.202.3,
US DNS,205.177.13.13,
US DNS,208.106.251.232,
US DNS,199.241.183.253,
US DNS,209.136.197.69,
US DNS,50.245.4.217,
US DNS,50.79.6.97,
US DNS,50.73.6.237,
US DNS,208.182.198.11,
US DNS,208.106.251.206,
US DNS,209.234.196.12,
US DNS,96.38.233.6,
US DNS,165.234.177.46,
US DNS,216.224.231.190,
US DNS,98.103.78.187,
US DNS,64.132.61.230,
US DNS,138.238.210.23,
US DNS,50.244.4.195,
US DNS,209.150.96.20,
US DNS,8.24.82.5,
US DNS,64.50.241.166,
US DNS,97.78.55.166,
US DNS,216.23.233.245,
US DNS,64.191.177.33,
US DNS,64.135.117.210,
US DNS,66.245.180.10,
US DNS,209.234.180.220,
US DNS,50.77.4.18,
US DNS,216.177.193.39,
US DNS,64.111.84.5,
US DNS,24.230.153.195,
US DNS,23.25.54.65,
US DNS,8.24.82.4,
US DNS,64.69.85.2,
US DNS,207.131.200.33,
US DNS,209.122.160.66,
US DNS,216.114.183.10,
US DNS,24.199.154.90,
US DNS,50.241.4.147,
US DNS,149.5.101.249,
US DNS,50.59.16.36,
US DNS,64.202.177.134,
US DNS,107.6.45.8,
US DNS,65.117.212.121,
US DNS,65.15.33.19,
US DNS,71.114.249.219,
US DNS,207.131.200.32,
US DNS,198.203.47.129,
US DNS,134.39.190.4,
US DNS,50.244.4.194,
US DNS,23.31.169.173,
US DNS,64.202.177.86,
US DNS,24.199.154.91,
US DNS,208.85.178.121,
US DNS,107.6.45.4,
US DNS,8.22.97.110,
US DNS,216.196.182.73,
US DNS,67.78.24.140,
US DNS,67.78.24.138,
US DNS,38.105.12.35,
US DNS,50.120.82.17,
US DNS,65.48.115.125,
US DNS,134.39.190.58,
US DNS,173.12.52.229,
US DNS,209.36.106.3,
US DNS,50.194.14.146,
US DNS,65.124.93.8,
US DNS,168.82.58.175,
US DNS,67.217.144.237,
US DNS,50.58.16.72,
US DNS,216.150.11.141,
US DNS,50.254.4.62,
US DNS,216.105.185.183,
US DNS,68.65.136.42,
US DNS,72.92.88.10,
US DNS,168.82.58.25,
US DNS,74.208.69.119,
US DNS,162.17.177.34,
US DNS,70.105.173.37,
US DNS,198.125.160.95,
US DNS,24.56.176.155,
US DNS,173.87.94.100,
US DNS,66.29.193.210,
US DNS,96.27.254.154,
US DNS,207.67.115.254,
US DNS,96.56.254.12,
US DNS,74.254.68.132,
US DNS,24.100.136.75,
US DNS,97.78.253.28,
US DNS,50.248.205.37,
US DNS,173.191.92.232,
US DNS,66.255.244.213,
US DNS,206.64.117.210,
US DNS,206.109.25.1,
US DNS,206.109.27.1,
US DNS,12.181.94.131,
US DNS,66.181.192.10,
US DNS,206.109.25.2,
US DNS,206.109.27.2,
US DNS,66.182.213.30,
US DNS,173.161.35.42,
US DNS,199.255.95.1,
US DNS,63.142.136.220,
US DNS,69.21.245.82,
US DNS,75.99.41.114,
US DNS,198.22.17.168,
US DNS,69.60.105.141,
US DNS,64.34.202.147,
US DNS,170.215.106.189,
US DNS,152.158.192.51,
US DNS,24.204.53.21,
US DNS,12.166.247.4,
US DNS,173.187.30.238,
US DNS,24.56.176.154,
US DNS,208.80.80.6,
US DNS,50.241.169.196,
US DNS,64.207.225.82,
US DNS,152.26.236.193,
US DNS,64.207.225.114,
US DNS,75.144.40.121,
US DNS,75.103.110.170,
US DNS,23.227.165.154,
US DNS,65.100.38.197,
US DNS,69.20.190.209,
US DNS,206.132.224.202,
US DNS,75.103.110.48,
US DNS,75.151.45.41,
US DNS,63.224.162.193,
US DNS,173.14.33.188,
US DNS,216.51.211.233,
US DNS,184.10.20.193,
US DNS,108.76.124.157,
US DNS,64.198.106.218,
US DNS,50.194.149.4,
US DNS,157.233.1.4,
US DNS,131.247.42.4,
US DNS,208.81.80.5,
US DNS,12.6.62.114,
US DNS,184.9.142.34,
US DNS,68.110.223.60,
US DNS,173.15.234.106,
US DNS,68.71.69.49,
US DNS,199.58.78.198,
US DNS,69.25.34.198,
US DNS,216.23.224.16,
US DNS,50.205.180.12,
US DNS,24.181.107.232,
US DNS,24.89.188.179,
US DNS,131.247.42.2,
US DNS,216.51.211.234,
US DNS,69.25.34.194,
US DNS,24.153.187.102,
US DNS,198.248.79.224,
US DNS,65.39.166.133,
US DNS,24.181.107.229,
US DNS,50.199.179.182,
US DNS,66.76.76.15,
US DNS,208.180.62.254,
US DNS,24.172.187.130,
US DNS,69.196.208.10,
US DNS,64.183.191.78,
US DNS,24.172.187.132,
US DNS,69.24.34.200,
US DNS,66.165.182.76,
US DNS,205.237.197.254,
US DNS,4.31.115.94,
US DNS,204.93.193.211,
US DNS,74.213.255.6,
US DNS,50.56.217.232,
US DNS,65.255.197.147,
US DNS,157.130.136.78,
US DNS,72.29.105.71,
US DNS,69.196.208.8,
US DNS,216.98.4.51,
US DNS,216.30.183.41,
US DNS,66.109.24.86,
US DNS,216.215.234.175,
US DNS,70.89.96.25,
US DNS,46.21.152.67,
US DNS,38.64.134.203,
US DNS,207.243.225.30,
US DNS,72.29.105.70,
US DNS,173.163.250.117,
US DNS,167.102.231.179,
US DNS,216.174.118.101,
US DNS,70.246.160.29,
US DNS,50.205.22.226,
US DNS,70.100.10.217,
US DNS,173.241.117.103,
US DNS,12.172.9.45,
US DNS,72.12.87.4,
US DNS,64.71.17.162,
US DNS,167.102.231.183,
US DNS,216.237.114.148,
US DNS,66.223.52.231,
US DNS,64.83.236.42,
US DNS,69.28.212.48,
US DNS,76.79.37.137,
US DNS,68.251.212.13,
US DNS,173.85.225.89,
US DNS,204.196.236.11,
US DNS,76.79.37.147,
US DNS,198.71.58.110,
US DNS,173.71.30.195,
US DNS,75.103.111.242,
US DNS,66.194.53.21,
US DNS,70.89.234.65,
US DNS,173.14.138.139,
US DNS,8.29.19.16,
US DNS,173.14.138.140,
US DNS,173.14.138.120,
US DNS,69.59.209.34,
US DNS,173.14.138.125,
US DNS,66.210.152.28,
US DNS,173.14.138.138,
US DNS,173.228.135.243,
US DNS,67.199.120.64,
US DNS,75.103.66.193,
US DNS,75.103.111.200,
US DNS,216.237.114.149,
US DNS,198.71.58.148,
US DNS,136.179.2.103,
US DNS,76.79.37.145,
US DNS,173.71.30.196,
US DNS,69.172.241.154,
US DNS,150.199.20.150,
US DNS,24.173.75.138,
US DNS,71.40.77.195,
US DNS,207.191.192.115,
US DNS,173.14.138.134,
US DNS,64.78.17.27,
US DNS,76.79.37.144,
US DNS,173.220.28.226,
US DNS,75.180.129.32,
US DNS,209.131.222.30,
US DNS,199.83.115.69,
US DNS,64.78.17.25,
US DNS,38.64.134.211,
US DNS,75.103.111.238,
US DNS,98.114.122.63,
US DNS,173.14.138.129,
US DNS,12.206.150.101,
US DNS,64.17.248.58,
US DNS,75.103.111.233,
US DNS,173.14.138.130,
US DNS,69.74.208.213,
US DNS,168.215.161.120,
US DNS,173.14.138.133,
US DNS,50.63.139.24,
US DNS,173.14.138.121,
US DNS,74.208.45.173,
US DNS,173.13.24.34,
US DNS,64.71.17.163,
US DNS,67.164.50.85,
US DNS,173.14.138.116,
US DNS,198.86.242.6,
US DNS,207.191.192.123,
US DNS,64.71.17.141,
US DNS,50.73.80.133,
US DNS,173.162.9.185,
